case,Unnamed: 0,collection_id,priority,alloc_collection_id,instance_index,machine_id,vertical_scaling,assigned_memory,page_cache_memory,cycles_per_instruction,memory_accesses_per_instruction,sample_rate,req_cpu,req_memory,avg_cpu,avg_memory,max_cpu,max_memory,sample_cpu,cpu_mean,tail_cpu_mean,scheduling_class_1,scheduling_class_2,scheduling_class_3,collection_type_1,scheduler_1.0,failure_probability,raw_isolation_forest_score,calibrated_anomaly_signal,risk_score,risk_band,confidence,action
10,0,94591244395,258.0804680972384,0,144,168846390496,1.0,0.08425528165196038,0.0006750374420141212,0.45278291720772507,0.028600548373595682,0.990929613480763,0.02539423083612021,0.03198245460992528,0.04313036340998005,0.022916588803889658,0.20369685368798188,0.09833346443908607,0.05270118847381344,0.032877386295776564,0.061372940551402216,False,False,True,True,False,0.285,-0.12534590395910983,0.9941875,0.49775625,Scale Resources,0.2908124999999999,Scale Resources
11,0,94591244395,210.2752688085848,0,144,168846390496,1.0,0.12184623779152876,0.00020938418861742708,1.9531964859066362,0.001318618471568025,0.9915665216968745,0.04139371658668253,0.015202084903838562,0.007699683875824768,0.07618146187167117,0.04056580843626149,0.11993134347121077,0.042563154064943466,0.026392863361020594,0.05781238678061941,False,False,True,True,False,0.38,-0.10632735935209925,0.9931625,0.56394875,Migrate VM,0.38683750000000006,Migrate VM
12,0,94591244395,8.209393570691098,0,144,168846390496,1.0,0.179729852482771,0.0011958970413699296,3.676788068898533,0.0026214459143798015,0.9914443136733154,0.061577977318902286,0.09766324142740472,0.04257252343132397,0.06138253709991271,0.06348493551062118,0.04298416445041387,0.03813963483289752,0.033396190870380836,0.0021144240406406715,False,False,True,True,False,0.38,-0.1370678865341718,0.9955125,0.56465375,Migrate VM,0.3844875,Migrate VM
13,0,94591244395,297.4650927099688,0,144,168846390496,1.0,0.16803014471995625,0.0003477550806011016,2.602506456058046,0.003440413795081722,0.9945373400936003,0.035291544163391184,0.06872408168728944,0.0541341204486082,0.09964643999225485,0.02562003939478595,0.11875055902540767,0.016863343446812926,0.002846671777811811,0.054284150659555025,False,False,True,True,False,0.38,-0.12791936494994716,0.9942,0.56426,Migrate VM,0.38580000000000003,Migrate VM
14,0,94591244395,133.53202219047796,0,144,168846390496,1.0,0.15558557683732746,0.002004102542273657,1.4897151127470531,0.03019429745391612,0.9881819752395593,0.06463363389284699,0.026785999422844164,0.06970050997679048,0.021339538851575107,0.010679429513703232,0.05640540499551102,0.07269223690466158,0.06784654052535365,0.07324028053388688,False,False,True,True,False,0.265,-0.15908124576376514,0.999175,0.4852525,Scale Resources,0.265825,Scale Resources
15,0,94591244395,320.68529671626897,0,144,168846390496,1.0,0.16752124494334936,0.0012865369195983317,1.484032055731731,0.024462575098575075,0.9943610264305454,0.046889666172140375,0.009998770562521247,0.05560811314976878,0.03402503270386747,0.22276758022946802,0.031239105304692042,0.008992108459736402,0.06323826088702489,0.014996615129994211,False,False,True,True,False,0.355,-0.10879304262409983,0.9933,0.5464899999999999,Migrate VM,0.3617,Migrate VM
16,0,94591244395,64.53659093678607,0,144,168846390496,1.0,0.11238427341015816,0.002168523126771318,0.92272407076227,0.00983315272841727,0.9962900841754078,0.121952827879721,0.05222966799367355,0.010715023993684444,0.0018066818293591357,0.054610589164766854,0.01708925723746159,0.049638994174178275,0.009270073686303787,0.049536934244305844,False,False,True,True,False,0.4,-0.07586498573816514,0.9861875,0.57585625,Migrate VM,0.4138125,Migrate VM
17,0,94591244395,249.93447683143913,0,144,168846390496,1.0,0.10895936422891919,0.0004953543608819383,3.777261276666973,0.022668936284392115,0.9956497375473299,0.01644621198741675,0.013043071801899942,0.06906898878344356,0.05154150901392663,0.07156348286001839,0.06333938673868755,0.04855528908118212,0.0727121061508283,0.028024548855265903,False,False,True,True,False,0.39,-0.11242609368443313,0.9935875,0.57107625,Migrate VM,0.39641250000000006,Migrate VM
18,0,94591244395,332.9310345523298,0,144,168846390496,1.0,0.004661154634923059,0.0013766430950638915,2.978008457337866,0.003355545952690698,0.985672340281666,0.052593935578266644,0.10061589510020874,0.044383051449336845,0.1209558912767852,0.19127137007007655,0.060590730084438424,0.05748449743563981,0.0013571772352338,0.010678134262455322,False,False,True,True,False,0.235,-0.11307743787392865,0.9936375,0.46259124999999995,Scale Resources,0.24136250000000004,Scale Resources
19,0,94591244395,298.59430135778507,0,144,168846390496,1.0,0.14940320406096783,0.0005768451014640002,2.4932151129883175,0.019202679786207585,0.9977956513318329,0.07568288058401,0.04306472684477372,0.027862825497849297,0.05521078805281586,0.15502461399289424,0.11246033336437611,0.03324827905609447,0.01885778362634418,0.0231539302375216,False,False,True,True,False,0.395,-0.0982159444116304,0.9920875,0.57412625,Migrate VM,0.4029125,Migrate VM
20,0,94591244395,268.5651408876407,0,144,168846390496,1.0,0.1531066431419832,0.0002610426021773523,0.3126508206255434,0.018835678722169583,0.985769567641089,0.10348569186878892,0.03243753845760527,0.010713120008837526,0.11939338888936428,0.039362279771523664,0.03691073333043061,0.011252293707629256,0.008787485765625797,0.0020690222505760423,False,False,True,True,False,0.39,-0.12731155673568595,0.9941875,0.57125625,Migrate VM,0.3958125,Migrate VM
21,0,94591244395,19.94234729913364,0,144,168846390496,1.0,0.03274527580047238,0.0001323633430773289,2.7768145017765615,0.021569639995292135,0.9898938505851848,0.0399041562093148,0.05262311155414556,0.0651553973099501,0.11033957369203891,0.010338064062612147,0.023529212767518137,0.017341735205519442,0.018975569873262564,0.05588671050318978,False,False,True,True,False,0.315,-0.10370032245514782,0.99295,0.518385,Migrate VM,0.32204999999999995,Migrate VM
22,0,94591244395,149.85447325314922,0,144,168846390496,1.0,0.009235147486423873,0.0009263961410473505,2.4602554297452945,0.0032216535080870565,0.9972243118769143,0.006520605313247946,0.09631353650315291,0.007380251020962409,0.10935993635215008,0.2146445708460691,0.12699024203893572,0.058748983151339904,0.05930941222788355,0.06285753578538929,False,False,True,True,False,0.32,-0.10654190717843104,0.9931875,0.5219562499999999,Migrate VM,0.32681249999999995,Migrate VM
23,0,94591244395,280.43868764812646,0,144,168846390496,1.0,0.025228539077465077,0.0013292092260969437,2.4154892332018565,0.027173685429755047,0.9910466646317994,0.04832421899306193,0.06665976629545733,0.01984162886664015,0.01811939116615017,0.11363585568826377,0.05404498406344823,0.017035918483051953,0.027963486187382314,0.03584611053223648,False,False,True,True,False,0.365,-0.08836145518734961,0.9890625,0.55221875,Migrate VM,0.37593750000000004,Migrate VM
24,0,94591244395,117.89840318851637,0,144,168846390496,1.0,0.07114951494879918,0.0017003371221403333,1.3945352676599638,0.030066236403321633,0.9986058016552487,0.06034862308257822,0.03431133696357266,0.039870022191931385,0.11000625477021353,0.15518068108045396,0.10428028824216262,0.039022296899263856,0.048157862949306456,0.028191787252623265,False,False,True,True,False,0.36,-0.12603569700739692,0.9941875,0.55025625,Migrate VM,0.3658125,Migrate VM
25,0,94591244395,264.56153843170466,0,144,168846390496,1.0,0.03795086121107219,0.001722788939407405,4.043106137194685,0.0041859113193131545,0.9935730018049675,0.011933401999557223,0.07561501992548467,0.006291609311809978,0.12133399556983214,0.03267463961348128,0.12430796156682658,0.058665352483323385,0.045172476297814,0.07656825399389991,False,False,True,True,False,0.325,-0.11789886104327085,0.993975,0.5256925,Migrate VM,0.3310249999999999,Migrate VM
26,0,94591244395,286.24134203391094,0,144,168846390496,1.0,0.17738007427824942,0.0006282775115793929,2.7717980950208436,0.0030118014124728373,0.9936027677679505,0.02149505134367516,0.058904026171743874,0.042624830756915075,0.06040969634595501,0.12427816146234902,0.0990340136947017,0.05854526086882288,0.037447285412428165,0.058661396514628504,False,False,True,True,False,0.365,-0.13078598787253803,0.9943375,0.55380125,Migrate VM,0.3706625,Migrate VM
27,0,94591244395,335.24504484843663,0,144,168846390496,1.0,0.022450047843960527,0.0002903645242121517,0.4120006833744746,0.020845558109594802,0.9903101475874785,0.09716826364670592,0.06995156531296885,0.024843631906765782,0.11646304605687878,0.18132478301924204,0.03507179043537678,0.026677332044003542,0.023925321040562476,0.01541998089878494,False,False,True,True,False,0.41,-0.09957285883238232,0.992275,0.5846825,Migrate VM,0.4177249999999999,Migrate VM
28,0,94591244395,53.202014115188994,0,144,168846390496,1.0,0.17552389938295201,0.0010858063666503292,1.8005906747181797,0.023121378237483014,0.9925498915258655,0.11747459795775625,0.0812890407907276,0.03569524342235957,0.04879074228962859,0.23461404412995354,0.0930494837201989,0.06967570552105791,0.009014877797999418,0.08321220672020094,False,False,True,True,False,0.32,-0.15128202673446478,0.99895,0.523685,Migrate VM,0.32105000000000006,Migrate VM
29,0,94591244395,229.34659823683472,0,144,168846390496,1.0,0.02286031468783361,0.001458617019576972,3.2228406765289654,0.00038983229407484467,0.9909053080374115,0.10357796600461647,0.03088086913450711,0.03414481566126906,0.05734101598463166,0.07179621075805342,0.11906558752899397,0.05723036033220104,0.008414525515263161,0.09754517203142407,False,False,True,True,False,0.25,-0.09845161665483804,0.992125,0.4726375,Scale Resources,0.25787499999999997,Scale Resources
30,0,94591244395,316.5120087507883,0,144,168846390496,1.0,0.053232832099507306,0.0020751296111282307,0.49989070564387916,0.031658394973947734,0.9944280842489069,0.08158307080010294,0.00958028725354869,0.0667956998690114,0.0037594570804622227,0.05726721887990167,0.018541165945674606,0.056898820577536716,0.015081096763155446,0.08909255242594011,False,False,True,True,False,0.34,-0.09879955693540687,0.99215,0.5356449999999999,Migrate VM,0.34785,Migrate VM
31,0,94591244395,236.25685415789644,0,144,168846390496,1.0,0.00678050821775554,1.346356271230785e-05,0.24265576191060975,0.019199807601277118,0.9966913666696852,0.029935583447870527,0.0884725220026208,0.004261655699888774,0.10383589020598878,0.22062322973334988,0.10009510740342434,0.051137858745368886,0.06376080339385219,0.003928213919963734,False,False,True,True,False,0.35,-0.10515914300895346,0.9930125,0.5429037499999999,Migrate VM,0.3569875,Migrate VM
32,0,94591244395,72.64155985885994,0,144,168846390496,1.0,0.023423189869808077,0.0012510114426629434,3.500415880028124,0.019963036111737515,0.9975188540289064,0.019477411649101738,0.07654071352862044,0.014374427420658142,0.03510080491937303,0.1688103454960913,0.12707244647978516,0.04479601704573499,0.004146856681938086,0.0602967650357093,False,False,True,True,False,0.4,-0.08718495971407525,0.98845,0.576535,Migrate VM,0.41154999999999997,Migrate VM
33,0,94591244395,15.246198568860155,0,144,168846390496,1.0,0.16577732088127822,0.001759437123548104,0.8132435821964273,0.0029063417890253843,0.9863922334587284,0.12298192634054075,0.0478451394621071,0.05838493389749254,0.08250313224102283,0.1361158222802033,0.018814493463657565,0.06929698411213471,0.022928761226353508,0.056550480276541,False,False,True,True,False,0.46,-0.1270039697350669,0.9941875,0.62025625,Migrate VM,0.46581249999999996,Migrate VM
34,0,94591244395,251.9193400520638,0,144,168846390496,1.0,0.12173121660849542,0.0023322538997729288,0.6972711692237424,0.01610805282865809,0.9900672493182976,0.05950261888526995,0.012571540708351037,0.009985072268357771,0.036049344435997964,0.0724566123200805,0.055472804312694544,0.04475528532107794,0.048288087812679854,0.040289637312084854,False,False,True,True,False,0.3,-0.1078814558678095,0.99325,0.507975,Migrate VM,0.3067500000000001,Migrate VM
35,0,94591244395,147.16191939433097,0,144,168846390496,1.0,0.04080534875568037,0.0014587366541513355,1.4892548584774479,0.0011426194286018494,0.9903066766468966,0.059498094481530164,0.023628906988757654,0.042626872461485665,0.07334591775618897,0.16693118271521037,0.08399918067598694,0.047791199246408254,0.02406031540596322,0.07703865753603475,False,False,True,True,False,0.29,-0.10252569710263026,0.9927875,0.50083625,Migrate VM,0.2972124999999999,Migrate VM
36,0,94591244395,197.6919780958846,0,144,168846390496,1.0,0.0808909115962294,0.0015522312645404011,1.6941368397661545,0.016247047010476447,0.995611765659654,0.11123317474999653,0.09592013234856668,0.03750196342305792,0.0674477748845806,0.19020355959081464,0.04076497004789328,0.06133887135893635,0.03759858248547625,0.011334875891668473,False,False,True,True,False,0.35,-0.11364566904145967,0.99365,0.543095,Migrate VM,0.35634999999999994,Migrate VM
37,0,94591244395,25.94129294625973,0,144,168846390496,1.0,0.15787372706989933,0.00013778360744274104,1.3181325491088423,0.010587499460480074,0.9862165872314258,0.03938993947222228,0.07737971673642995,0.0010933269740775351,0.10723366416515735,0.20368109740273918,0.048259495938650414,0.011252257365639081,0.04571714972405948,0.011708198865021856,False,False,True,True,False,0.315,-0.13000361932361926,0.9942625,0.51877875,Migrate VM,0.3207374999999999,Migrate VM
38,0,94591244395,131.3709699881709,0,144,168846390496,1.0,0.17970547141893234,0.002468307141034512,3.6268535689182504,0.009853363719030676,0.9947944224505318,0.08852023238739808,0.04049413791932208,0.04772242029999478,0.0013907176469931848,0.04971244127895097,0.06807175021377336,0.011994902971957502,0.012623633528413624,0.08182007039682146,False,False,True,True,False,0.355,-0.11753253902077931,0.9939625,0.54668875,Migrate VM,0.3610375,Migrate VM
39,0,94591244395,356.087880966098,0,144,168846390496,1.0,0.10424426775533407,0.002080518055241023,4.651896009022054,0.004486715386553707,0.990804102324139,0.049263275376647174,0.008500130959782843,0.05624406804257741,0.05623453698933029,0.1116026449954714,0.019533044212605113,0.013253009790548989,0.06902031148534686,0.004368256440040338,False,False,True,True,False,0.385,-0.10843174688247736,0.993275,0.5674824999999999,Migrate VM,0.391725,Migrate VM
40,0,94591244395,83.82682257973426,0,144,168846390496,1.0,0.054761124433974066,0.0012154708960000029,2.754743290114453,0.01563076263762342,0.9847352701335427,0.030577410006014834,0.08786750455603183,0.04747669766746338,0.08415482070832513,0.15936962175591302,0.09890173415771239,0.004256488846019164,0.027894745763490374,0.052784821545137445,False,False,True,True,False,0.305,-0.1319873926177213,0.99475,0.511925,Migrate VM,0.3102499999999999,Migrate VM
41,0,94591244395,121.84433398703737,0,144,168846390496,1.0,0.15833978874134746,0.0011965642188329114,3.6105194348775895,0.026997613898347747,0.9917465325861856,0.11413814779049655,0.061208870663878964,0.06331388211530399,0.044153738393334814,0.11861516543204752,0.06889142157554462,0.007689841078827543,0.03032533162023782,0.08974799459231728,False,False,True,True,False,0.365,-0.14404329070156607,0.9988875,0.5551662500000001,Migrate VM,0.36611249999999995,Migrate VM
42,0,94591244395,227.09960653130727,0,144,168846390496,1.0,0.033282484206931404,0.0008402105832910111,0.9000280495458018,0.0007865646983740651,0.9987910087947187,0.05624476726660936,0.032146529106404746,0.044564341656520914,0.0009482363993142829,0.06611170210673649,0.0911403247768828,0.04642410006416914,0.07470431234358138,0.060692874649772,False,False,True,True,False,0.335,-0.0550965009651363,0.9732375,0.52647125,Migrate VM,0.3617625,Migrate VM
43,0,94591244395,171.9021145059838,0,144,168846390496,1.0,0.14276860559700144,0.002239849536043635,3.3853673195549905,0.03052104592077296,0.9963667563105708,0.10877342267251713,0.012040013909161705,0.05453762656569953,0.057052514513924006,0.13152419520229053,0.08479696763553014,0.07103966761248932,0.0749152403344202,0.028198893157246205,False,False,True,True,False,0.33,-0.14519858770978378,0.9989,0.53067,Migrate VM,0.33109999999999995,Migrate VM
44,0,94591244395,264.1512590776498,0,144,168846390496,1.0,0.14062191336286287,0.000859147490896138,0.5818607550318973,0.0012974766329977784,0.996289055664522,0.061451578929172274,0.10262292482859837,0.034623267612076215,0.12677585837114483,0.09786987942798202,0.10289189988948863,0.006213073820332177,0.04226434479531776,0.07846974955784879,False,False,True,True,False,0.265,-0.12440570280257168,0.9941625,0.48374874999999995,Scale Resources,0.27083750000000006,Scale Resources
45,0,94591244395,332.8926001991599,0,144,168846390496,1.0,0.15423432949076843,9.167088577561478e-05,1.750716556582126,0.0015430969588222908,0.9851547190094859,0.0847429426599333,0.07432011092219713,0.05761347857403468,0.11219663745545824,0.17583160407620133,0.10382392954312052,0.0035866276066473697,0.01784546852457986,0.06084354722574806,False,False,True,True,False,0.35,-0.1416597976388263,0.99855,0.544565,Migrate VM,0.35144999999999993,Migrate VM
46,0,94591244395,308.9251096649363,0,144,168846390496,1.0,0.0008437734261860855,0.0012760508437180353,3.18146180534948,0.0009381591586465562,0.9900226021410868,0.11239168189238774,0.06999121012335716,0.017696728717036665,0.11055341304554336,0.08275942539083665,0.1106264698187245,0.021897841397329358,0.044916684926483944,0.03883474550283428,False,False,True,True,False,0.275,-0.1073916343977126,0.993225,0.4904675,Scale Resources,0.281775,Scale Resources
47,0,94591244395,98.93701827182413,0,144,168846390496,1.0,0.16622954290722547,0.00046514851860300795,0.3983904593835809,0.010834557922244152,0.995293990282031,0.10132320446089083,0.10399535402170611,0.022067975436622388,0.052885052746755576,0.03253513789083399,0.07452563345454855,0.07307346837895022,0.053329106456110685,0.05823281914728935,False,False,True,True,False,0.29,-0.1303157474788036,0.994275,0.5012825,Migrate VM,0.295725,Migrate VM
48,0,94591244395,141.25287345184583,0,144,168846390496,1.0,0.17161851755354152,0.0012321311473263575,0.6311695788366695,0.011577660829852763,0.9844527926411158,0.02534600228809417,0.0020158832619114405,0.0337525328448608,0.0822609571995616,0.08163253377857817,0.05449773453840384,0.0702627817817195,0.057215876564603155,0.052914864373478525,False,False,True,True,False,0.325,-0.13720267446636814,0.9957375,0.52622125,Migrate VM,0.3292625,Migrate VM
49,0,94591244395,102.43471504025709,0,144,168846390496,1.0,0.16818689976993662,0.0005829358137986205,1.5282514804767928,0.028805321478419594,0.9921590417324788,0.09315220361348633,0.061585246467180006,0.04865697235056055,0.038811652293547945,0.05739657910751213,0.04180747957679718,0.011386208417912543,0.06652542042004171,0.027711545044161113,False,False,True,True,False,0.395,-0.1272996026422185,0.9941875,0.57475625,Migrate VM,0.4008125,Migrate VM
50,0,94591244395,202.13618198917845,0,144,168846390496,1.0,0.14849520471400762,0.0019435335963981764,2.059257471768322,0.01509105254392211,0.9999116958997972,0.08465407792168417,0.08485825351604996,0.06720677749313128,0.1021021003510203,0.044034346187689165,0.07287906728873311,0.007463821652800183,0.04967997861589563,0.09346688561942065,False,False,True,True,False,0.235,-0.1335242808725654,0.994925,0.46297749999999993,Scale Resources,0.24007500000000004,Scale Resources
51,0,94591244395,184.58354314804006,0,144,168846390496,1.0,0.08118234241270635,8.887400978777159e-05,4.508405128167912,0.0032638216576369476,0.9840180001300514,0.030878476150766204,0.006990944372154893,0.03388939012099305,0.06690493712586101,0.07432693612154315,0.006606449279117309,0.00817480871280684,0.029256428139115172,0.005921818366350032,False,False,True,True,False,0.38,-0.08264221165019925,0.987325,0.5621974999999999,Migrate VM,0.392675,Migrate VM
52,0,94591244395,251.34830121956884,0,144,168846390496,1.0,0.038816351535902245,0.0007490025318502849,1.8513501177971425,0.013201010776311802,0.9833610276627556,0.0140635182356764,0.08986080517272188,9.181739895800314e-05,0.06587814109781169,0.11640013533643083,0.04318188464273649,0.03159502013907235,0.059393383441250426,0.08229940613516475,False,False,True,True,False,0.37,-0.12990312497481904,0.9942375,0.55727125,Migrate VM,0.3757625,Migrate VM
53,0,94591244395,93.72547562949002,0,144,168846390496,1.0,0.06046695768144934,0.0006012491396652722,2.2540904822251804,0.021650245761268855,0.9871375601909804,0.04150345981840856,0.09688968695300998,0.003616609717607962,0.05973355966362541,0.1692034991492338,0.01950465823657684,0.003470181663170113,0.010515863421165767,0.089893330963841,False,False,True,True,False,0.37,-0.11842198520929559,0.993975,0.5571925,Migrate VM,0.37602499999999994,Migrate VM
54,0,94591244395,3.333521455604429,0,144,168846390496,1.0,0.03531037027712847,7.756913523127956e-05,0.5196662833615394,0.019650523573811418,0.9873606605328096,0.07142944187533395,0.06152813696278033,0.06325141030087465,0.000614667879932874,0.20292525717760382,0.08026177609685625,0.011921079554077412,0.05881178068824916,0.0836972606312203,False,False,True,True,False,0.275,-0.1371796712404295,0.9957375,0.49122125,Scale Resources,0.27926249999999997,Scale Resources
55,0,94591244395,91.53485415149663,0,144,168846390496,1.0,0.17227381516925266,0.0011268513858570925,2.8345010636207477,0.031200356574614934,0.9893589447920973,0.10204196868934033,0.03327581082803073,0.05951174909268915,0.07787834739161699,0.051447863073618406,0.05367379292043079,0.02326704286041784,0.00594316403148285,0.002918893299260902,False,False,True,True,False,0.31,-0.14224982168746303,0.99865,0.516595,Migrate VM,0.31135,Migrate VM
56,0,94591244395,124.73231594658513,0,144,168846390496,1.0,0.0035689027157787337,0.0004103357026220383,3.4064461251289826,0.022437119286004375,0.9956430105961092,0.03979900633808815,0.0926938615306754,0.0442183391476261,0.01633788756529753,0.034175287172287655,0.08985197062980262,0.01266827001230445,0.038599228822620624,0.09703054062399696,False,False,True,True,False,0.405,-0.08012928359969473,0.9870375,0.5796112499999999,Migrate VM,0.4179625,Migrate VM
57,0,94591244395,1.4427377040022193,0,144,168846390496,1.0,0.003108712855791923,0.0024624060754959726,2.7462582685982744,0.004021366337833311,0.9982883716282391,0.11047741070938324,0.0559155377879102,0.04630043191101825,0.0354156246794349,0.01201322858064771,0.07707895515650609,0.021591033787253716,0.050494045255660404,0.0818142869902613,False,False,True,True,False,0.31,-0.10588779846287733,0.9930875,0.51492625,Migrate VM,0.31691249999999993,Migrate VM
58,0,94591244395,6.537795809171061,0,144,168846390496,1.0,0.11169633275357388,0.0005734724075181996,4.104967670776546,0.008037807143395352,0.9935128417405658,0.06946288862452644,0.041359473956859495,0.050457600805160444,0.09408781153171274,0.13481382144557685,0.09832085154909775,0.07203602109266156,0.03190187989915797,0.050344380635168065,False,False,True,True,False,0.375,-0.14012593051114142,0.9980125,0.5619037499999999,Migrate VM,0.37698750000000003,Migrate VM
59,0,94591244395,4.489156058836765,0,144,168846390496,1.0,0.14925535430819595,0.0012899381392665451,1.9163411425724322,0.00298083601510434,0.9981609421151205,0.049568779633995606,0.07113137963299193,0.011122831467843259,0.12465401691559772,0.04243219629259358,0.02586835894278061,0.06292112367369002,0.06943721061008128,0.02075550252963455,False,False,True,True,False,0.41,-0.1127079781178758,0.9936125,0.5850837499999999,Migrate VM,0.4163874999999999,Migrate VM
60,0,94591244395,169.12831974293803,0,144,168846390496,1.0,0.1375302946055306,0.002177954585941351,1.7805464454346727,0.016382674032718984,0.9956952776139694,0.09174899707019943,0.08156539725449156,0.04243891960099257,0.013562162207845615,0.21495849250859642,0.1122116744090493,0.05846122171771342,0.007598403435925098,0.019997275097709034,False,False,True,True,False,0.3,-0.11244470524375938,0.9935875,0.50807625,Migrate VM,0.3064125,Migrate VM
61,0,94591244395,267.6961314387547,0,144,168846390496,1.0,0.004338767734114957,0.0024280395962132223,1.77158381621799,0.02279268589839026,0.9981261865951435,0.04952142639383356,0.03335204230314157,0.04532862410008917,0.07531869078618529,0.09729060991370908,0.07801328011859208,0.06851737041452245,0.03558212687844032,0.019248327744976253,False,False,True,True,False,0.265,-0.09331309472733806,0.9907625,0.48272875,Scale Resources,0.2742375,Scale Resources
62,0,94591244395,135.7941538378814,0,144,168846390496,1.0,0.07389505923620973,0.00032509098231140593,0.7650658474977552,0.021691556292997093,0.9889913064022,0.1198285579623743,0.02550035069374245,0.0073662046037526385,0.0976833307991057,0.20950417836132945,0.03605424621551759,0.014803101459277622,0.014134698813961235,0.051071223391325055,False,False,True,True,False,0.345,-0.11689120516344886,0.993925,0.5396774999999999,Migrate VM,0.351075,Migrate VM
