failure_probability,raw_anomaly_score,anomaly_score,risk_score,action,confidence_score,confidence_level
0.0,0.1454021443362568,0.13585000000000003,0.040755000000000006,Normal,0.86415,HIGH
0.04,0.1275363168049311,0.4149625,0.15248875,Normal,0.6250374999999999,MEDIUM
0.0,0.13641649739675699,0.29247500000000004,0.08774250000000001,Normal,0.707525,MEDIUM
0.0,0.13889193123547544,0.2507125,0.07521375,Normal,0.7492875,MEDIUM
0.0,0.13502421963346223,0.313875,0.0941625,Normal,0.686125,MEDIUM
0.045,0.1042571841494706,0.6368,0.22254000000000002,Normal,0.4082,LOW
0.0,0.1488081012561024,0.08204999999999996,0.024614999999999988,Normal,0.91795,HIGH
0.915,0.1369397720228997,0.28322499999999995,0.7254674999999999,Restart Task,0.3682249999999999,LOW
1.0,0.0659508734397169,0.8258125000000001,0.94774375,Restart Task,0.8258125000000001,HIGH
0.995,0.1285394228480939,0.402925,0.8173775,Restart Task,0.407925,LOW
0.0,0.0471586584840637,0.882975,0.2648925,Normal,0.11702500000000005,LOW
0.0,0.01949237718190011,0.933675,0.2801025,Normal,0.06632499999999997,LOW
0.0,0.1424123330952387,0.1907375,0.05722125,Normal,0.8092625,HIGH
0.985,0.12417410865640616,0.45520000000000005,0.82606,Restart Task,0.47020000000000006,LOW
0.0,0.05041311723071046,0.8752375,0.26257125,Normal,0.1247625,LOW
0.0,0.11200667256668284,0.5770124999999999,0.17310374999999997,Normal,0.42298750000000007,LOW
0.0,0.06290049711353024,0.8372999999999999,0.25118999999999997,Normal,0.16270000000000007,LOW
0.0,0.13545075200694523,0.3073,0.09219000000000001,Normal,0.6927,MEDIUM
0.0,-0.08034337413904336,0.9870625,0.29611875,Normal,0.012937500000000046,LOW
1.0,0.07277333524786905,0.798675,0.9396024999999999,Restart Task,0.798675,MEDIUM
0.0,-0.13680117862811136,0.9954125,0.29862375,Normal,0.004587499999999967,LOW
0.0,0.15430237059557128,0.03532500000000005,0.010597500000000015,Normal,0.964675,HIGH
0.0,0.06861487048632525,0.815625,0.2446875,Normal,0.18437499999999996,LOW
0.0,0.09961733469533202,0.6681874999999999,0.20045624999999997,Normal,0.33181250000000007,LOW
0.0,0.11359177682319332,0.562925,0.16887749999999999,Normal,0.437075,LOW
0.0,0.1472395341362872,0.10545000000000004,0.03163500000000001,Normal,0.89455,HIGH
0.035,0.15231824216628048,0.050899999999999945,0.039769999999999986,Normal,0.9841000000000001,HIGH
0.095,0.08448728954629692,0.7510625,0.29181874999999996,Normal,0.3439375,LOW
0.0,0.15040130218884323,0.06588749999999999,0.019766249999999996,Normal,0.9341125,HIGH
0.02,0.08787993830522561,0.7341875,0.23425625,Normal,0.2858125,LOW
0.945,0.0753904318631804,0.7884375,0.89803125,Restart Task,0.8434375000000001,HIGH
0.0,0.13356049578940232,0.3352125,0.10056375000000001,Normal,0.6647875,MEDIUM
0.0,0.0810765444527371,0.7652125,0.22956374999999998,Normal,0.23478750000000004,LOW
0.0,0.10302558400966216,0.645125,0.19353749999999997,Normal,0.35487500000000005,LOW
0.0,0.10859722207954026,0.6054999999999999,0.18164999999999998,Normal,0.3945000000000001,LOW
0.01,0.07428718261401479,0.7926,0.24478,Normal,0.21740000000000004,LOW
0.0,0.09754300823137435,0.681875,0.2045625,Normal,0.318125,LOW
1.0,0.07774714564959012,0.7789874999999999,0.9336962499999999,Restart Task,0.7789874999999999,MEDIUM
0.0,0.10507348037533265,0.63125,0.189375,Normal,0.36875,LOW
0.575,0.1219477433671054,0.48016250000000005,0.5465487499999999,Migrate VM,0.9051625000000001,HIGH
0.0,0.11782112784794918,0.5232375,0.15697125,Normal,0.4767625,LOW
0.0,0.1337378153772002,0.33258750000000004,0.09977625000000001,Normal,0.6674125,MEDIUM
0.0,0.11646005550307642,0.5374625,0.16123875,Normal,0.46253750000000005,LOW
0.0,0.137678914133042,0.27126249999999996,0.08137874999999999,Normal,0.7287375,MEDIUM
0.0,0.12461581976633457,0.4500875,0.13502625,Normal,0.5499125,LOW
0.0,0.003267212147736731,0.948275,0.28448249999999997,Normal,0.05172500000000002,LOW
0.0,0.1306755318028796,0.3759125,0.11277374999999999,Normal,0.6240875,MEDIUM
0.0,0.15020677504430424,0.06766249999999996,0.020298749999999987,Normal,0.9323375,HIGH
0.0,0.03138793255377281,0.9170625,0.27511874999999997,Normal,0.0829375,LOW
0.0,0.03878988541057582,0.90115,0.270345,Normal,0.09885,LOW
1.0,0.04886437030633839,0.879225,0.9637674999999999,Restart Task,0.879225,HIGH
0.0,0.14535656653582224,0.136625,0.040987499999999996,Normal,0.863375,HIGH
0.0,0.1095790239307996,0.5969,0.17906999999999998,Normal,0.4031,LOW
0.055,0.14928761117724382,0.07672500000000004,0.06151750000000002,Normal,0.978275,HIGH
0.0,0.1548348324404467,0.031862500000000016,0.009558750000000005,Normal,0.9681375,HIGH
0.0,0.14015099676406872,0.23038749999999997,0.06911624999999999,Normal,0.7696125,MEDIUM
0.915,0.05330676303412063,0.8679375,0.90088125,Restart Task,0.9529375,HIGH
0.0,0.0645222695867888,0.831225,0.2493675,Normal,0.168775,LOW
0.0,0.144992281876696,0.14266250000000003,0.04279875,Normal,0.8573375,HIGH
0.0,0.12696354295429918,0.42179999999999995,0.12653999999999999,Normal,0.5782,MEDIUM
1.0,0.07230265755255327,0.80055,0.9401649999999999,Restart Task,0.80055,HIGH
1.0,0.06990365608531912,0.8107875,0.94323625,Restart Task,0.8107875,HIGH
1.0,0.03333418384610687,0.9129875,0.9738962499999999,Restart Task,0.9129875,HIGH
0.045,0.04354766086285222,0.8911625,0.29884875,Normal,0.15383750000000007,LOW
0.005,0.1437963775536651,0.1651625,0.05304874999999999,Normal,0.8398375,HIGH
0.005,0.09057375476689972,0.7214125,0.21992375,Normal,0.2835875,LOW
0.0,-0.024479016088411742,0.96415,0.289245,Normal,0.03585000000000005,LOW
0.0,0.13598282120113186,0.29951249999999996,0.08985374999999998,Normal,0.7004875,MEDIUM
0.0,0.13289796290288292,0.34465,0.103395,Normal,0.65535,MEDIUM
0.0,0.13692706856069908,0.28335,0.085005,Normal,0.71665,MEDIUM
0.0,0.12197981848359701,0.4798,0.14393999999999998,Normal,0.5202,LOW
1.0,0.1156592681931013,0.5445249999999999,0.8633574999999999,Restart Task,0.5445249999999999,LOW
1.0,0.134381615275265,0.3235125,0.7970537499999999,Restart Task,0.3235125,LOW
0.0,0.11503086897552472,0.55045,0.165135,Normal,0.44955,LOW
1.0,0.1340212498095814,0.3284125,0.79852375,Restart Task,0.3284125,LOW
1.0,0.09134056791074835,0.7173499999999999,0.9152049999999999,Restart Task,0.7173499999999999,MEDIUM
0.995,0.03860114391041802,0.901475,0.9669425,Restart Task,0.906475,HIGH
0.0,0.14268564071067052,0.18528750000000005,0.05558625000000001,Normal,0.8147125,HIGH
0.925,0.01425111876346341,0.9392125,0.9292637499999999,Restart Task,0.9857875,HIGH
0.34,0.15343002111274856,0.040987499999999955,0.25029625,Normal,0.7009874999999999,MEDIUM
0.0,0.018576441796953502,0.9349375,0.28048124999999996,Normal,0.06506250000000002,LOW
0.0,0.12637872814369744,0.4288875,0.12866624999999998,Normal,0.5711125,MEDIUM
0.0,0.09583380376140399,0.6925625,0.20776874999999997,Normal,0.30743750000000003,LOW
0.0,0.1331545509512932,0.34109999999999996,0.10232999999999999,Normal,0.6589,MEDIUM
0.945,0.10636003546319711,0.62165,0.8479949999999999,Restart Task,0.6766500000000001,MEDIUM
0.0,0.13178749331451667,0.36092500000000005,0.10827750000000001,Normal,0.639075,MEDIUM
0.995,0.04348263208501779,0.891325,0.9638975000000001,Restart Task,0.896325,HIGH
1.0,0.1547084410257164,0.03254999999999997,0.709765,Restart Task,0.03254999999999997,LOW
0.98,0.03669763504986567,0.9054125,0.95762375,Restart Task,0.9254125,HIGH
1.0,0.13577639161916927,0.3026,0.7907799999999999,Restart Task,0.3026,LOW
0.0,0.13518053967501997,0.3111625,0.09334875,Normal,0.6888375,MEDIUM
0.0,0.10489581311201757,0.632475,0.1897425,Normal,0.367525,LOW
0.0,0.12204362467480123,0.47914999999999996,0.14374499999999998,Normal,0.52085,LOW
0.0,0.14014281434607,0.23055000000000003,0.069165,Normal,0.76945,MEDIUM
0.0,0.1382438351185607,0.26088750000000005,0.07826625000000001,Normal,0.7391125,MEDIUM
0.0,0.14405909611260675,0.16022499999999995,0.048067499999999985,Normal,0.839775,HIGH
1.0,0.13670457172810502,0.28735,0.7862049999999999,Restart Task,0.28735,LOW
0.0,0.03156219240852809,0.916875,0.2750625,Normal,0.083125,LOW
0.0,0.06977589695428471,0.81135,0.24340499999999998,Normal,0.18864999999999998,LOW
0.0,0.15184984378899713,0.054749999999999965,0.016424999999999988,Normal,0.94525,HIGH
1.0,0.12399813697416501,0.45701250000000004,0.8371037499999999,Restart Task,0.45701250000000004,LOW
1.0,0.09191563308137624,0.714125,0.9142374999999999,Restart Task,0.714125,MEDIUM
0.0,0.10092288561270796,0.6589499999999999,0.19768499999999997,Normal,0.3410500000000001,LOW
0.0,0.12414933736534967,0.4554125,0.13662375,Normal,0.5445875,LOW
0.0,0.13442788428462277,0.32294999999999996,0.09688499999999999,Normal,0.67705,MEDIUM
1.0,0.12294554515503031,0.469375,0.8408125,Restart Task,0.469375,LOW
0.0,0.11823036275725551,0.5191875,0.15575625,Normal,0.4808125,LOW
0.0,0.09368879995195761,0.7041,0.21122999999999997,Normal,0.29590000000000005,LOW
0.0,0.14518619628380003,0.13953749999999998,0.041861249999999996,Normal,0.8604625,HIGH
1.0,0.12880076901183946,0.39985000000000004,0.819955,Restart Task,0.39985000000000004,LOW
0.025,0.023449659400185507,0.9289375,0.29618125,Normal,0.09606250000000005,LOW
0.0,0.09560898233016069,0.693675,0.2081025,Normal,0.30632499999999996,LOW
0.0,0.13957184051403954,0.24031250000000004,0.07209375000000001,Normal,0.7596875,MEDIUM
0.0,0.053763936624936504,0.8666,0.25998,Normal,0.13339999999999996,LOW
0.995,0.1434383427221096,0.1712125,0.74786375,Restart Task,0.1762125,LOW
0.0,0.14557604126135237,0.13298750000000004,0.03989625000000001,Normal,0.8670125,HIGH
1.0,0.14008668453302087,0.23146250000000002,0.76943875,Restart Task,0.23146250000000002,LOW
0.0,0.12820072527239246,0.406925,0.12207749999999999,Normal,0.593075,MEDIUM
0.0,0.11039997929788514,0.5898875,0.17696625,Normal,0.4101125,LOW
0.0,0.1504097360138575,0.06579999999999997,0.01973999999999999,Normal,0.9342,HIGH
0.0,0.12651496753117675,0.42735,0.12820499999999999,Normal,0.57265,MEDIUM
0.0,0.14422497478770907,0.15671250000000003,0.04701375000000001,Normal,0.8432875,HIGH
0.0,0.1264898090095653,0.42752500000000004,0.1282575,Normal,0.572475,MEDIUM
0.995,0.06968032725256079,0.8119000000000001,0.94007,Restart Task,0.8169000000000001,HIGH
0.0,0.10562996051572415,0.62695,0.188085,Normal,0.37305,LOW
0.0,0.13122036952484456,0.36872499999999997,0.1106175,Normal,0.631275,MEDIUM
0.0,0.13845226371413177,0.25768749999999996,0.07730624999999998,Normal,0.7423125,MEDIUM
0.0,0.13720836840493633,0.27918750000000003,0.08375625,Normal,0.7208125,MEDIUM
0.0,0.13257431034282458,0.34945000000000004,0.10483500000000001,Normal,0.65055,MEDIUM
0.0,0.1383543721722424,0.2590625,0.07771874999999999,Normal,0.7409375,MEDIUM
0.0,0.1381248734841225,0.2632,0.07895999999999999,Normal,0.7368,MEDIUM
0.995,0.08149517149543395,0.7636499999999999,0.925595,Restart Task,0.7686499999999999,MEDIUM
0.0,0.11764838861316712,0.52525,0.157575,Normal,0.47475,LOW
1.0,0.09882870938628968,0.6734,0.9020199999999999,Restart Task,0.6734,MEDIUM
0.0,0.08166315071361319,0.7628125,0.22884374999999998,Normal,0.2371875,LOW
0.0,0.14838782115338267,0.08823749999999997,0.02647124999999999,Normal,0.9117625,HIGH
0.0,0.13631614539702752,0.29435,0.088305,Normal,0.70565,MEDIUM
0.0,0.10076814202820544,0.6602875,0.19808625,Normal,0.3397125,LOW
0.77,0.07745212807719343,0.7801750000000001,0.7730524999999999,Restart Task,0.989825,HIGH
0.995,0.14320367402835293,0.17566250000000005,0.74919875,Restart Task,0.18066250000000006,LOW
0.0,0.13317418900958233,0.3408375,0.10225125,Normal,0.6591625,MEDIUM
0.005,0.08803558073121132,0.733175,0.2234525,Normal,0.271825,LOW
0.0,0.12832957943563533,0.40527500000000005,0.12158250000000001,Normal,0.594725,MEDIUM
0.0,0.1123969869774693,0.5735125,0.17205374999999998,Normal,0.4264875,LOW
0.0,0.14688294039837607,0.11129999999999995,0.03338999999999998,Normal,0.8887,HIGH
0.97,0.15191774993403434,0.05425000000000002,0.695275,Restart Task,0.08425000000000005,LOW
0.0,0.1445317212209246,0.15107499999999996,0.04532249999999999,Normal,0.848925,HIGH
0.0,0.0566242314504789,0.8577,0.25731,Normal,0.14229999999999998,LOW
0.0,0.12242911786598382,0.4753125,0.14259375,Normal,0.5246875,LOW
1.0,0.14903984234052298,0.07921250000000002,0.7237637499999999,Restart Task,0.07921250000000002,LOW
0.0,0.12147772622226505,0.48543749999999997,0.14563125,Normal,0.5145625,LOW
0.0,0.1413142242528208,0.21178750000000002,0.06353625,Normal,0.7882125,MEDIUM
0.005,0.138058397056313,0.26426249999999996,0.08277874999999998,Normal,0.7407375,MEDIUM
0.0,0.06921863180696203,0.8135,0.24405,Normal,0.1865,LOW
0.0,0.09616900244778342,0.6903874999999999,0.20711624999999997,Normal,0.30961250000000007,LOW
0.0,0.03501353773365179,0.908875,0.2726625,Normal,0.09112500000000001,LOW
0.995,0.10189787312662157,0.652525,0.8922575,Restart Task,0.657525,MEDIUM
0.0,0.1327399232581506,0.3471875,0.10415624999999999,Normal,0.6528125,MEDIUM
0.0,0.036571523497682445,0.9056375,0.27169125,Normal,0.09436250000000002,LOW
0.0,0.16041959270684802,0.008199999999999985,0.0024599999999999956,Normal,0.9918,HIGH
0.0,0.04829551747711097,0.8804125,0.26412375,Normal,0.11958749999999996,LOW
0.0,0.12570174241837795,0.4374625,0.13123875,Normal,0.5625375,MEDIUM
0.0,0.12011756280769287,0.4998125,0.14994375,Normal,0.5001875,LOW
0.0,0.13903644014678262,0.24865000000000004,0.07459500000000001,Normal,0.75135,MEDIUM
0.01,0.13603565113470145,0.2986375,0.09659124999999999,Normal,0.7113625,MEDIUM
0.0,0.12429838613934502,0.4536125,0.13608374999999998,Normal,0.5463875,LOW
0.0,0.11006851334696699,0.5929249999999999,0.17787749999999997,Normal,0.4070750000000001,LOW
1.0,0.058638343443489394,0.8515625,0.9554687499999999,Restart Task,0.8515625,HIGH
1.0,0.13528771000670858,0.30979999999999996,0.79294,Restart Task,0.30979999999999996,LOW
1.0,0.10524510180370156,0.6299250000000001,0.8889775,Restart Task,0.6299250000000001,MEDIUM
0.0,0.1147795926596884,0.5521750000000001,0.1656525,Normal,0.4478249999999999,LOW
